loss,val_loss,acc,val_acc
0.037192415446043015,0.3044576945843458,0.77056585829767,0.9006060606060606
0.0009623367805033922,0.7640172619828289,0.8273894436519258,0.8181818181818182
1.3160873651504517,0.3552384276361975,0.8252496433666191,0.9042424242424243
0.11272034794092178,0.3312341127850572,0.8404660009510223,0.9115151515151515
0.005045201629400253,0.858920334020814,0.8328578221588208,0.8569696969696969
0.25722378492355347,1.080344030455859,0.8368996671421779,0.8412121212121212
0.40973690152168274,0.3308176895689708,0.8435568235853542,0.9406060606060606
0.2576768100261688,0.35657385449180357,0.886115073704232,0.926060606060606
0.0005776647594757378,0.27111968081417515,0.890870185449358,0.9381818181818182
2.971229314804077,0.3325864505634696,0.8863528292914884,0.9309090909090909
0.3683185279369354,0.26657222324400887,0.889205896338564,0.9381818181818182
0.22296744585037231,0.48157513138596475,0.8875416072277699,0.8933333333333333
