loss,val_loss,acc,val_acc
0.386446475982666,0.28326031918623956,0.8452211126961484,0.896969696969697
0.11819038540124893,0.29408776167374395,0.9041844983357109,0.8824242424242424
0.06409774720668793,0.19794587718332995,0.9136947218259629,0.9357575757575758
0.0603182315826416,0.26610831584970374,0.9346172135045173,0.9139393939393939
0.10465415567159653,0.14149020224357484,0.9398478364241559,0.943030303030303
0.09372639656066895,0.1677047563100949,0.9467427484545887,0.9418181818181818
0.0054309009574353695,0.13264959141341262,0.9624346172135045,0.9612121212121212
0.009352416731417179,0.21751359210622098,0.9671897289586305,0.9248484848484848
0.26522502303123474,0.14872758751469362,0.9574417498811222,0.953939393939394
0.018197469413280487,0.2072123649364664,0.9700427960057061,0.9272727272727272
0.09889590740203857,0.1326344971960192,0.9681407513076558,0.96
0.038481682538986206,0.2151702621715916,0.9733713742272944,0.9381818181818182
