loss,val_loss,acc,val_acc
0.028104571625590324,0.10006303513659658,0.8944365192582026,0.9696969696969697
0.5500630736351013,0.11731293490679556,0.9479315263908702,0.9515151515151515
0.03565221279859543,0.10325755505272209,0.9583927722301474,0.9624242424242424
0.03464024141430855,0.10928929116462181,0.963623395149786,0.96
0.009832730516791344,0.09775640784515628,0.969091773656681,0.9672727272727273
0.008826092816889286,0.10966504208698861,0.9764621968616263,0.9575757575757575
0.053172122687101364,0.09823412023336235,0.9700427960057061,0.9660606060606061
0.002376237651333213,0.07298260773254252,0.9826438421302901,0.9757575757575757
0.0014616576954722404,0.10561422032312122,0.9766999524488825,0.9624242424242424
0.15146227180957794,0.12923635050310622,0.9826438421302901,0.9587878787878787
0.019691089168190956,0.18967866822296453,0.9885877318116976,0.9381818181818182
0.015281411819159985,0.09842037383608564,0.9838326200665716,0.9733333333333334
